"id","slug","nom_domaine","categorie","resume_eleve","description_complete","pourquoi_c_est_important","profil_eleve_adapte","matieres_utiles","competences_techniques","competences_personnelles","outils_technologies","metiers_associes","parcours_apprentissage","ecoles_formations_maroc","certifications_recommandees","demande_mondiale","demande_maroc","niveau_difficulte","potentiel_futur","impact_ia","opportunite_freelance_1_5","opportunite_remote_1_5","score_math_1_5","score_creativite_1_5","score_communication_1_5","score_resolution_probleme_1_5","salaire_maroc_junior_min_mad","salaire_maroc_junior_max_mad","salaire_maroc_senior_min_mad","salaire_maroc_senior_max_mad","note_salaire","avantages","difficultes_possibles","conseils_pour_commencer","projets_pratiques","mots_cles_recherche","ordre_affichage","statut"
"51","forensique-numerique-digital-forensics","Forensique Numérique (Digital Forensics)","Cybersécurité","Découvre Forensique Numérique (Digital Forensics) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Ingénieur cybersécurité | Consultant sécurité | Responsable sécurité SI","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Haute","Moyenne","Avancé","Très fort","Fort","3","4","3","3","3","5","7500","15000","17500","38000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Forensique Numérique (Digital Forensics), puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Forensique Numérique (Digital Forensics) | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Ingénieur cybersécurité","51","Publié"
"52","threat-intelligence","Threat Intelligence","Cybersécurité","Découvre Threat Intelligence : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et très haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Ingénieur cybersécurité | Consultant sécurité | Responsable sécurité SI","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Très haute","Moyenne","Avancé","Très fort","Fort","3","4","3","3","3","5","8500","16500","19000","41500","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Threat Intelligence, puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Threat Intelligence | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Ingénieur cybersécurité","52","Publié"
"53","iam-identity-access-management","IAM (Identity & Access Management)","Cybersécurité","Découvre IAM (Identity & Access Management) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé très fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Ingénieur cybersécurité | Consultant sécurité | Responsable sécurité SI","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Haute","Haute","Avancé","Très fort","Très fort","3","4","3","3","3","5","7500","15000","17500","38000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à IAM (Identity & Access Management), puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","IAM (Identity & Access Management) | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Ingénieur cybersécurité","53","Publié"
"54","securite-cloud-cloud-security","Sécurité Cloud (Cloud Security)","Cybersécurité","Découvre Sécurité Cloud (Cloud Security) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et très haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle | CI/CD | Infrastructure as Code | Sécurité réseau | Analyse de vulnérabilités","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM | Docker | Kubernetes","Analyste SOC | Pentester | Consultant cybersécurité","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Très haute","Haute","Avancé","Excellent","Fort","3","4","3","3","3","5","8500","16500","19000","41500","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Sécurité Cloud (Cloud Security), puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Sécurité Cloud (Cloud Security) | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Consultant cybersécurité","54","Publié"
"55","cyber-risk-conformite-compliance","Cyber Risk & Conformité (Compliance)","Cybersécurité","Découvre Cyber Risk & Conformité (Compliance) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et haute à l’international, avec un impact de l’IA jugé très fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle | Sécurité réseau | Analyse de vulnérabilités","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Consultant cybersécurité","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Haute","Haute","Avancé","Très fort","Très fort","3","4","3","3","3","5","7500","15000","17500","38000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Cyber Risk & Conformité (Compliance), puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Cyber Risk & Conformité (Compliance) | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Consultant cybersécurité","55","Publié"
"56","bug-bounty","Bug Bounty","Cybersécurité","Découvre Bug Bounty : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Ingénieur cybersécurité | Consultant sécurité | Responsable sécurité SI","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Haute","Moyenne","Avancé","Très fort","Fort","3","4","3","3","3","5","7500","15000","17500","38000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Bug Bounty, puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Bug Bounty | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Ingénieur cybersécurité","56","Publié"
"57","securite-iot","Sécurité IoT","Cybersécurité","Découvre Sécurité IoT : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle | Sécurité réseau | Analyse de vulnérabilités | Capteurs | Systèmes embarqués","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM | Arduino | Raspberry Pi","Ingénieur IoT | Développeur embarqué | Ingénieur robotique","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Haute","Moyenne","Avancé","Très fort","Fort","3","4","3","3","3","5","7500","15000","17500","38000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Sécurité IoT, puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Sécurité IoT | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Ingénieur IoT | Développeur embarqué | Ingénieur robotique","57","Publié"
"58","zero-trust-architecture","Zero Trust Architecture","Cybersécurité","Découvre Zero Trust Architecture : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et très haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Ingénieur cybersécurité | Consultant sécurité | Responsable sécurité SI","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Très haute","Moyenne","Avancé","Très fort","Fort","3","4","3","3","3","5","8500","16500","19000","41500","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Zero Trust Architecture, puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Zero Trust Architecture | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Ingénieur cybersécurité","58","Publié"
"59","siem-detection-d-intrusion","SIEM & Détection d'Intrusion","Cybersécurité","Découvre SIEM & Détection d'Intrusion : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et très haute à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Ingénieur cybersécurité | Consultant sécurité | Responsable sécurité SI","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Très haute","Haute","Avancé","Excellent","Fort","3","4","3","3","3","5","8500","16500","19000","41500","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à SIEM & Détection d'Intrusion, puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","SIEM & Détection d'Intrusion | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Ingénieur cybersécurité","59","Publié"
"60","securite-des-systemes-industriels-ics-scada","Sécurité des Systèmes Industriels (ICS/SCADA)","Cybersécurité","Découvre Sécurité des Systèmes Industriels (ICS/SCADA) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à protection des systèmes, réseaux, applications et données contre les attaques, les failles et les risques numériques. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est moyenne au Maroc et moyenne à l’international, avec un impact de l’IA jugé fort.","Aime protéger les systèmes | Est prudent et patient | Aime chercher les failles | Respecte l’éthique et la confidentialité","Informatique | Mathématiques | Anglais technique | Projet pratique","Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Éthique professionnelle | Sécurité réseau | Analyse de vulnérabilités","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","Linux | Wireshark | Nmap | Burp Suite | Metasploit | SIEM","Analyste SOC | Pentester | Consultant cybersécurité","Comprendre les réseaux | Apprendre Linux | Étudier la sécurité web | Faire des labs éthiques | Préparer des certifications de base","INPT | ENSIAS | ENSA Réseaux et Sécurité | Masters Cybersécurité | Certifications Cisco/Security+","Cisco CCNA Security basics | CompTIA Security+ | TryHackMe beginner paths | ISC2 Certified in Cybersecurity","Moyenne","Moyenne","Avancé","Fort","Fort","3","4","3","3","3","5","7000","14000","16000","35000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Sécurité des Systèmes Industriels (ICS/SCADA), puis documente ton travail dans un portfolio.","Créer un lab réseau sécurisé | Analyser des paquets avec Wireshark | Tester une application volontairement vulnérable | Rédiger un rapport de sécurité","Sécurité des Systèmes Industriels (ICS/SCADA) | Cybersécurité | Réseaux | Linux | Sécurité web | Cryptographie de base | Analyse de risques | Analyste SOC | Pentester | Consultant cybersécurité","60","Publié"
"61","cloud-architecture-aws-azure-gcp","Cloud Architecture (AWS/Azure/GCP)","Cloud Computing","Découvre Cloud Architecture (AWS/Azure/GCP) : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à conception, déploiement et gestion d’infrastructures et services informatiques sur des plateformes cloud. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est très haute au Maroc et très haute à l’international, avec un impact de l’IA jugé fort.","Aime les infrastructures | Aime automatiser | Est méthodique | Aime comprendre comment fonctionnent les plateformes","Informatique | Culture numérique | Anglais technique | Projet pratique","Réseaux | Linux | Virtualisation | Docker | Sécurité cloud | Automatisation | CI/CD | Infrastructure as Code","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","AWS | Azure | Google Cloud | Docker | Kubernetes | Terraform","Cloud Engineer | DevOps Engineer | SRE","Apprendre réseaux et Linux | Comprendre la virtualisation | Découvrir Docker | Déployer une application cloud | Préparer une certification cloud débutant","FST/EST Informatique | ENSA/INPT Réseaux | Certifications AWS/Azure/GCP | Formations DevOps","AWS Cloud Practitioner | Microsoft Azure Fundamentals | Google Cloud Digital Leader | Docker/Kubernetes basics","Très haute","Très haute","Moyen à avancé","Excellent","Fort","4","5","2","2","3","5","7000","14000","16500","33000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Cloud Architecture (AWS/Azure/GCP), puis documente ton travail dans un portfolio.","Déployer une application sur le cloud | Créer un conteneur Docker | Automatiser un déploiement | Créer une architecture simple","Cloud Architecture (AWS/Azure/GCP) | Cloud Computing | Réseaux | Linux | Virtualisation | Docker | Sécurité cloud | Cloud Engineer | DevOps Engineer | SRE","61","Publié"
"62","devops","DevOps","Cloud Computing","Découvre DevOps : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à conception, déploiement et gestion d’infrastructures et services informatiques sur des plateformes cloud. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est très haute au Maroc et très haute à l’international, avec un impact de l’IA jugé fort.","Aime les infrastructures | Aime automatiser | Est méthodique | Aime comprendre comment fonctionnent les plateformes","Informatique | Culture numérique | Anglais technique | Projet pratique","Réseaux | Linux | Virtualisation | Docker | Sécurité cloud | Automatisation | CI/CD | Infrastructure as Code","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","AWS | Azure | Google Cloud | Docker | Kubernetes | Terraform","Cloud Engineer | DevOps Engineer | SRE","Apprendre réseaux et Linux | Comprendre la virtualisation | Découvrir Docker | Déployer une application cloud | Préparer une certification cloud débutant","FST/EST Informatique | ENSA/INPT Réseaux | Certifications AWS/Azure/GCP | Formations DevOps","AWS Cloud Practitioner | Microsoft Azure Fundamentals | Google Cloud Digital Leader | Docker/Kubernetes basics","Très haute","Très haute","Moyen à avancé","Excellent","Fort","4","5","2","2","3","5","7000","14000","16500","33000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à DevOps, puis documente ton travail dans un portfolio.","Déployer une application sur le cloud | Créer un conteneur Docker | Automatiser un déploiement | Créer une architecture simple","DevOps | Cloud Computing | Réseaux | Linux | Virtualisation | Docker | Sécurité cloud | Cloud Engineer | DevOps Engineer | SRE","62","Publié"
"63","infrastructure-as-code-iac-terraform","Infrastructure as Code (IaC) — Terraform","Cloud Computing","Découvre Infrastructure as Code (IaC) — Terraform : une spécialité du numérique pour comprendre, explorer, comparer et construire ton parcours.","Ce domaine consiste à conception, déploiement et gestion d’infrastructures et services informatiques sur des plateformes cloud. Il permet à l’élève de relier ses centres d’intérêt avec des métiers numériques concrets.","Important car la demande est haute au Maroc et très haute à l’international, avec un impact de l’IA jugé très fort.","Aime les infrastructures | Aime automatiser | Est méthodique | Aime comprendre comment fonctionnent les plateformes","Informatique | Culture numérique | Anglais technique | Projet pratique","Réseaux | Linux | Virtualisation | Docker | Sécurité cloud | Automatisation","Curiosité | Autonomie | Organisation | Communication | Esprit critique | Apprentissage continu","AWS | Azure | Google Cloud | Docker | Kubernetes | Terraform","Cloud Engineer | DevOps Engineer | Architecte Cloud | Administrateur Cloud | SRE","Apprendre réseaux et Linux | Comprendre la virtualisation | Découvrir Docker | Déployer une application cloud | Préparer une certification cloud débutant","FST/EST Informatique | ENSA/INPT Réseaux | Certifications AWS/Azure/GCP | Formations DevOps","AWS Cloud Practitioner | Microsoft Azure Fundamentals | Google Cloud Digital Leader | Docker/Kubernetes basics","Très haute","Haute","Moyen à avancé","Excellent","Très fort","4","5","2","2","3","5","7000","14000","16500","33000","Estimation pédagogique mensuelle en MAD, à vérifier et mettre à jour selon la ville, l’expérience, l’entreprise et l’année.","Bonnes perspectives d’apprentissage | Possibilité de créer des projets concrets | Compétences utiles dans plusieurs secteurs | Compatible avec le travail à distance | Possibilité de freelance","Nécessite une pratique régulière | Demande une veille technologique | Peut devenir difficile sans projets réels","Commence par les bases, réalise un petit projet lié à Infrastructure as Code (IaC) — Terraform, puis documente ton travail dans un portfolio.","Déployer une application sur le cloud | Créer un conteneur Docker | Automatiser un déploiement | Créer une architecture simple","Infrastructure as Code (IaC) — Terraform | Cloud Computing | Réseaux | Linux | Virtualisation | Docker | Sécurité cloud | Cloud Engineer | DevOps Engineer | Architecte Cloud","63","Publié"
